start,stop,start_timestamp,stop_timestamp,duration,description,project_id,project_name,local_timezone
2025-01-03T10:32:28+00:00,2025-01-03T10:47:54+00:00,1735900348,1735901274,926,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-03T11:59:17+00:00,2025-01-03T12:46:17+00:00,1735905557,1735908377,2820,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-03T13:17:29+00:00,2025-01-03T13:31:29+00:00,1735910249,1735911089,840,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T04:08:42+00:00,2025-01-04T05:38:42+00:00,1735963722,1735969122,5400,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T07:01:07+00:00,2025-01-04T07:43:34+00:00,1735974067,1735976614,2547,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T07:56:12+00:00,2025-01-04T09:16:53+00:00,1735977372,1735982213,4841,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T10:08:22+00:00,2025-01-04T11:05:17+00:00,1735985302,1735988717,3415,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T12:50:48+00:00,2025-01-04T13:15:15+00:00,1735995048,1735996515,1467,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-04T13:55:06+00:00,2025-01-04T15:21:27+00:00,1735998906,1736004087,5181,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-05T01:35:29+00:00,2025-01-05T04:12:01+00:00,1736040929,1736050321,9392,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-05T04:55:31+00:00,2025-01-05T06:06:54+00:00,1736052931,1736057214,4283,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-05T07:13:09+00:00,2025-01-05T09:19:20+00:00,1736061189,1736068760,7571,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-06T05:04:36+00:00,2025-01-06T06:35:32+00:00,1736139876,1736145332,5456,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-06T07:21:40+00:00,2025-01-06T09:08:14+00:00,1736148100,1736154494,6394,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-06T12:17:12+00:00,2025-01-06T13:08:12+00:00,1736165832,1736168892,3060,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-06T15:17:47+00:00,2025-01-06T15:49:33+00:00,1736176667,1736178573,1906,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T03:43:10+00:00,2025-01-07T05:45:24+00:00,1736221390,1736228724,7334,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T06:04:07+00:00,2025-01-07T06:32:01+00:00,1736229847,1736231521,1674,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T06:51:08+00:00,2025-01-07T07:07:14+00:00,1736232668,1736233634,966,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T07:09:21+00:00,2025-01-07T07:47:37+00:00,1736233761,1736236057,2296,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T09:12:07+00:00,2025-01-07T09:47:05+00:00,1736241127,1736243225,2098,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-07T09:52:27+00:00,2025-01-07T11:23:32+00:00,1736243547,1736249012,5465,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T03:50:19+00:00,2025-01-08T05:27:19+00:00,1736308219,1736314039,5820,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T05:48:49+00:00,2025-01-08T07:19:11+00:00,1736315329,1736320751,5422,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T08:33:36+00:00,2025-01-08T09:25:01+00:00,1736325216,1736328301,3085,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T09:47:38+00:00,2025-01-08T12:20:59+00:00,1736329658,1736338859,9201,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T14:56:58+00:00,2025-01-08T15:30:46+00:00,1736348218,1736350246,2028,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-08T18:12:22+00:00,2025-01-08T19:14:03+00:00,1736359942,1736363643,3701,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-09T04:20:17+00:00,2025-01-09T04:59:26+00:00,1736396417,1736398766,2349,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-09T05:02:27+00:00,2025-01-09T05:40:52+00:00,1736398947,1736401252,2305,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-09T05:58:40+00:00,2025-01-09T06:49:04+00:00,1736402320,1736405344,3024,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-09T08:52:40+00:00,2025-01-09T09:31:40+00:00,1736412760,1736415100,2340,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T02:43:17+00:00,2025-01-10T03:37:14+00:00,1736476997,1736480234,3237,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T03:51:46+00:00,2025-01-10T04:04:14+00:00,1736481106,1736481854,748,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T04:38:06+00:00,2025-01-10T05:47:40+00:00,1736483886,1736488060,4174,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T05:54:20+00:00,2025-01-10T06:04:21+00:00,1736488460,1736489061,601,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T07:16:57+00:00,2025-01-10T08:06:53+00:00,1736493417,1736496413,2996,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T10:01:11+00:00,2025-01-10T10:28:00+00:00,1736503271,1736504880,1609,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T10:34:41+00:00,2025-01-10T11:11:15+00:00,1736505281,1736507475,2194,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-10T11:37:08+00:00,2025-01-10T13:48:08+00:00,1736509028,1736516888,7860,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-11T02:03:04+00:00,2025-01-11T04:09:30+00:00,1736560984,1736568570,7586,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-11T05:43:19+00:00,2025-01-11T08:03:44+00:00,1736574199,1736582624,8425,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-11T10:14:57+00:00,2025-01-11T10:39:10+00:00,1736590497,1736591950,1453,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-12T03:27:07+00:00,2025-01-12T04:04:32+00:00,1736652427,1736654672,2245,sql,200025047,Technical Skills Mastery,7.0
2025-01-12T04:04:48+00:00,2025-01-12T04:52:47+00:00,1736654688,1736657567,2879,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-12T05:37:10+00:00,2025-01-12T07:35:07+00:00,1736660230,1736667307,7077,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-12T08:02:41+00:00,2025-01-12T08:40:11+00:00,1736668961,1736671211,2250,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-12T08:49:55+00:00,2025-01-12T09:49:44+00:00,1736671795,1736675384,3589,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-12T10:00:31+00:00,2025-01-12T10:25:31+00:00,1736676031,1736677531,1500,Planning&Structuring,208235070,Digital Workflow Optimization,7.0
2025-01-13T02:40:11+00:00,2025-01-13T04:12:37+00:00,1736736011,1736741557,5546,Planning&Structuring,208235070,Digital Workflow Optimization,7.0
2025-01-13T04:27:41+00:00,2025-01-13T04:47:45+00:00,1736742461,1736743665,1204,Planning&Structuring,208235070,Digital Workflow Optimization,7.0
2025-01-13T04:47:49+00:00,2025-01-13T06:04:08+00:00,1736743669,1736748248,4579,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-13T06:20:21+00:00,2025-01-13T06:20:30+00:00,1736749221,1736749230,9,Planning&Structuring,208235070,Digital Workflow Optimization,7.0
2025-01-13T07:19:12+00:00,2025-01-13T08:49:12+00:00,1736752752,1736758152,5400,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-13T09:43:05+00:00,2025-01-13T11:09:26+00:00,1736761385,1736766566,5181,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-13T13:48:16+00:00,2025-01-13T15:04:16+00:00,1736776096,1736780656,4560,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-13T15:21:19+00:00,2025-01-13T16:21:19+00:00,1736781679,1736785279,3600,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-13T16:53:32+00:00,2025-01-13T17:48:09+00:00,1736787212,1736790489,3277,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T03:49:41+00:00,2025-01-14T04:15:23+00:00,1736826581,1736828123,1542,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T04:18:42+00:00,2025-01-14T05:28:42+00:00,1736828322,1736832522,4200,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T05:53:01+00:00,2025-01-14T07:32:23+00:00,1736833981,1736839943,5962,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T07:47:05+00:00,2025-01-14T12:37:31+00:00,1736840825,1736858251,17426,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T13:54:24+00:00,2025-01-14T16:27:33+00:00,1736862864,1736872053,9189,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T17:17:34+00:00,2025-01-14T18:35:02+00:00,1736875054,1736879702,4648,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-14T19:50:53+00:00,2025-01-14T22:31:26+00:00,1736884253,1736893886,9633,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T04:33:28+00:00,2025-01-15T07:20:22+00:00,1736915608,1736925622,10014,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T07:25:34+00:00,2025-01-15T08:58:55+00:00,1736925934,1736931535,5601,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T09:02:14+00:00,2025-01-15T10:20:08+00:00,1736931734,1736936408,4674,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T10:32:10+00:00,2025-01-15T11:17:18+00:00,1736937130,1736939838,2708,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T12:52:44+00:00,2025-01-15T13:49:59+00:00,1736945564,1736948999,3435,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-15T14:10:23+00:00,2025-01-15T15:42:23+00:00,1736950223,1736955743,5520,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-16T02:34:50+00:00,2025-01-16T04:19:23+00:00,1736994890,1737001163,6273,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-16T04:46:26+00:00,2025-01-16T05:45:48+00:00,1737002786,1737006348,3562,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-16T07:21:22+00:00,2025-01-16T08:10:22+00:00,1737012082,1737015022,2940,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-16T08:19:47+00:00,2025-01-16T11:52:03+00:00,1737015587,1737028323,12736,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-16T15:08:41+00:00,2025-01-16T15:56:14+00:00,1737040121,1737042974,2853,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-17T03:04:58+00:00,2025-01-17T04:45:25+00:00,1737083098,1737089125,6027,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-17T04:50:36+00:00,2025-01-17T07:58:45+00:00,1737089436,1737100725,11289,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-17T09:08:06+00:00,2025-01-17T10:36:22+00:00,1737104886,1737110182,5296,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-17T13:04:59+00:00,2025-01-17T14:37:40+00:00,1737119099,1737124660,5561,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-17T23:08:46+00:00,2025-01-18T00:57:24+00:00,1737155326,1737161844,6518,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T01:15:13+00:00,2025-01-18T02:02:43+00:00,1737162913,1737165763,2850,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T02:19:38+00:00,2025-01-18T04:07:24+00:00,1737166778,1737173244,6466,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T04:54:51+00:00,2025-01-18T06:49:42+00:00,1737176091,1737182982,6891,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T07:40:25+00:00,2025-01-18T09:46:25+00:00,1737186025,1737193585,7560,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T10:02:37+00:00,2025-01-18T12:00:37+00:00,1737194557,1737201637,7080,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T12:12:02+00:00,2025-01-18T13:14:02+00:00,1737202322,1737206042,3720,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-18T14:02:48+00:00,2025-01-18T14:42:48+00:00,1737208968,1737211368,2400,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-19T03:02:58+00:00,2025-01-19T04:10:58+00:00,1737255778,1737259858,4080,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-19T06:05:40+00:00,2025-01-19T07:59:40+00:00,1737266740,1737273580,6840,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-19T08:48:54+00:00,2025-01-19T11:50:20+00:00,1737276534,1737287420,10886,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-19T17:03:00+00:00,2025-01-19T17:54:00+00:00,1737306180,1737309240,3060,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-20T03:04:43+00:00,2025-01-20T04:53:43+00:00,1737342283,1737348823,6540,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-20T05:35:23+00:00,2025-01-20T07:15:23+00:00,1737351323,1737357323,6000,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-20T08:14:26+00:00,2025-01-20T09:58:26+00:00,1737360866,1737367106,6240,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-20T12:00:11+00:00,2025-01-20T12:29:48+00:00,1737374411,1737376188,1777,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-20T14:40:09+00:00,2025-01-20T15:25:22+00:00,1737384009,1737386722,2713,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T03:27:49+00:00,2025-01-21T04:57:12+00:00,1737430069,1737435432,5363,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T06:33:12+00:00,2025-01-21T07:34:12+00:00,1737441192,1737444852,3660,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T07:46:30+00:00,2025-01-21T09:51:43+00:00,1737445590,1737453103,7513,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T11:45:26+00:00,2025-01-21T13:24:26+00:00,1737459926,1737465866,5940,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T13:41:11+00:00,2025-01-21T16:49:41+00:00,1737466871,1737478181,11310,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T17:31:30+00:00,2025-01-21T19:30:30+00:00,1737480690,1737487830,7140,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-21T19:55:08+00:00,2025-01-21T20:56:16+00:00,1737489308,1737492976,3668,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-22T02:32:11+00:00,2025-01-22T05:07:46+00:00,1737513131,1737522466,9335,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-22T05:35:44+00:00,2025-01-22T07:59:22+00:00,1737524144,1737532762,8618,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
2025-01-22T10:07:41+00:00,,1737540461,,-1737540462,sersavn.github.io,208235332,Career Advancement Toolkit,7.0
